API WELL NUMBER,Nearest_SWIW_km
34073230700000,"85    269.699327
Name: geometry, dtype: float64"
34073231020000,"85    264.304166
Name: geometry, dtype: float64"
34073231090000,"85    268.488157
Name: geometry, dtype: float64"
34073231110000,"85    268.716775
Name: geometry, dtype: float64"
34073231120000,"85    263.425741
Name: geometry, dtype: float64"
34073231260000,"85    259.568055
Name: geometry, dtype: float64"
34073231360000,"85    266.197044
Name: geometry, dtype: float64"
34073231380000,"85    259.16025
Name: geometry, dtype: float64"
34073231460000,"85    240.00174
Name: geometry, dtype: float64"
34073231590000,"85    267.935117
Name: geometry, dtype: float64"
34073231700000,"85    262.367462
Name: geometry, dtype: float64"
34073231710000,"85    263.81596
Name: geometry, dtype: float64"
34073231720000,"85    262.713837
Name: geometry, dtype: float64"
34073231730000,"85    257.441562
Name: geometry, dtype: float64"
34073231760000,"85    268.071589
Name: geometry, dtype: float64"
34073231880000,"85    243.61157
Name: geometry, dtype: float64"
34073231940000,"85    263.971435
Name: geometry, dtype: float64"
34073231950000,"85    263.931293
Name: geometry, dtype: float64"
34073231960000,"85    263.933521
Name: geometry, dtype: float64"
34073231970000,"85    257.132964
Name: geometry, dtype: float64"
34073231980000,"85    257.699855
Name: geometry, dtype: float64"
34073232040000,"85    266.297476
Name: geometry, dtype: float64"
34073232080000,"85    263.057125
Name: geometry, dtype: float64"
34073232090000,"85    267.216411
Name: geometry, dtype: float64"
34073232100000,"85    260.06644
Name: geometry, dtype: float64"
34073232110000,"85    267.772112
Name: geometry, dtype: float64"
34073232190000,"85    268.750162
Name: geometry, dtype: float64"
34073232360000,"85    262.174563
Name: geometry, dtype: float64"
34073232410000,"85    257.913861
Name: geometry, dtype: float64"
34073232640000,"85    267.243399
Name: geometry, dtype: float64"
34073232650000,"85    265.224928
Name: geometry, dtype: float64"
34073232790000,"85    257.959208
Name: geometry, dtype: float64"
34073232810000,"85    258.268037
Name: geometry, dtype: float64"
34073232820000,"85    239.433688
Name: geometry, dtype: float64"
34073232910000,"85    241.673706
Name: geometry, dtype: float64"
34073233030000,"85    265.933338
Name: geometry, dtype: float64"
34073233150000,"85    258.908016
Name: geometry, dtype: float64"
34073233190000,"85    267.723036
Name: geometry, dtype: float64"
34073233300000,"85    241.383207
Name: geometry, dtype: float64"
34073233400000,"85    241.486876
Name: geometry, dtype: float64"
34073233760000,"85    238.377728
Name: geometry, dtype: float64"
34073233780000,"85    238.349625
Name: geometry, dtype: float64"
34073233810000,"85    229.437021
Name: geometry, dtype: float64"
34073233820000,"85    224.632032
Name: geometry, dtype: float64"
34073233860000,"85    268.512037
Name: geometry, dtype: float64"
34073233880000,"85    268.693522
Name: geometry, dtype: float64"
34073233980000,"85    229.435396
Name: geometry, dtype: float64"
34073229010000,"85    250.808384
Name: geometry, dtype: float64"
34073229060000,"85    238.990319
Name: geometry, dtype: float64"
34073229080000,"85    237.232113
Name: geometry, dtype: float64"
34073229180000,"85    250.61186
Name: geometry, dtype: float64"
34073229270000,"85    249.641744
Name: geometry, dtype: float64"
34073229430000,"85    242.09004
Name: geometry, dtype: float64"
34073229580000,"85    247.57539
Name: geometry, dtype: float64"
34073229660000,"85    247.58488
Name: geometry, dtype: float64"
34073230070000,"85    247.604578
Name: geometry, dtype: float64"
34073230160000,"85    242.14354
Name: geometry, dtype: float64"
34073230510000,"85    247.481914
Name: geometry, dtype: float64"
34073230550000,"85    248.839961
Name: geometry, dtype: float64"
34073230620000,"85    245.133577
Name: geometry, dtype: float64"
34073230870000,"85    246.651969
Name: geometry, dtype: float64"
34073230940000,"85    244.877581
Name: geometry, dtype: float64"
34073231140000,"85    248.039431
Name: geometry, dtype: float64"
34073231530000,"85    237.257161
Name: geometry, dtype: float64"
34073231740000,"85    244.939685
Name: geometry, dtype: float64"
34073231870000,"85    248.226683
Name: geometry, dtype: float64"
34073231910000,"85    245.044221
Name: geometry, dtype: float64"
34073232240000,"85    244.910044
Name: geometry, dtype: float64"
34073232300000,"85    250.565115
Name: geometry, dtype: float64"
34073232340000,"85    244.874213
Name: geometry, dtype: float64"
34073232690000,"85    246.585056
Name: geometry, dtype: float64"
34073232740000,"85    244.63574
Name: geometry, dtype: float64"
34073232750000,"85    244.751793
Name: geometry, dtype: float64"
34073232760000,"85    245.018157
Name: geometry, dtype: float64"
34073232860000,"85    250.621346
Name: geometry, dtype: float64"
34073232920000,"85    245.25028
Name: geometry, dtype: float64"
34073232980000,"85    243.294539
Name: geometry, dtype: float64"
34073233070000,"85    245.141313
Name: geometry, dtype: float64"
34073233080000,"85    245.46783
Name: geometry, dtype: float64"
34073233180000,"85    244.845736
Name: geometry, dtype: float64"
34073233220000,"85    246.369671
Name: geometry, dtype: float64"
34073233990000,"85    229.836152
Name: geometry, dtype: float64"
34073234010000,"85    228.499687
Name: geometry, dtype: float64"
34073234120000,"85    237.364605
Name: geometry, dtype: float64"
34073234160000,"85    230.418351
Name: geometry, dtype: float64"
34073234300000,"85    233.065269
Name: geometry, dtype: float64"
34073234310000,"85    257.701875
Name: geometry, dtype: float64"
34073234410000,"85    232.271314
Name: geometry, dtype: float64"
34073234420000,"85    232.987376
Name: geometry, dtype: float64"
34073234450000,"85    231.643863
Name: geometry, dtype: float64"
34073234490000,"85    224.937272
Name: geometry, dtype: float64"
34073234510000,"85    228.51427
Name: geometry, dtype: float64"
34073234520000,"85    231.357949
Name: geometry, dtype: float64"
34073234540000,"85    228.347342
Name: geometry, dtype: float64"
34073234550000,"85    228.743387
Name: geometry, dtype: float64"
34073234560000,"85    228.82689
Name: geometry, dtype: float64"
34073234580000,"85    230.715468
Name: geometry, dtype: float64"
34073234590000,"85    229.364374
Name: geometry, dtype: float64"
34073234600000,"85    231.911095
Name: geometry, dtype: float64"
34073234620000,"85    233.099415
Name: geometry, dtype: float64"
34073234630000,"85    230.182317
Name: geometry, dtype: float64"
34073234650000,"85    233.495262
Name: geometry, dtype: float64"
34073234720000,"85    230.602013
Name: geometry, dtype: float64"
34073234740000,"85    231.105847
Name: geometry, dtype: float64"
34073234760000,"85    222.352589
Name: geometry, dtype: float64"
34073234770000,"85    227.396932
Name: geometry, dtype: float64"
34073234800000,"85    224.892397
Name: geometry, dtype: float64"
34073234810000,"85    232.320991
Name: geometry, dtype: float64"
34073234820000,"85    231.292209
Name: geometry, dtype: float64"
34073234860000,"85    230.878902
Name: geometry, dtype: float64"
34073234920000,"85    232.536471
Name: geometry, dtype: float64"
34073234990000,"85    223.752229
Name: geometry, dtype: float64"
34073235020000,"85    228.5158
Name: geometry, dtype: float64"
34073235030000,"85    229.306093
Name: geometry, dtype: float64"
34073233230000,"85    244.389329
Name: geometry, dtype: float64"
34073233240000,"85    245.140411
Name: geometry, dtype: float64"
34073233280000,"85    244.667344
Name: geometry, dtype: float64"
34073233290000,"85    242.89131
Name: geometry, dtype: float64"
34073233330000,"85    250.328077
Name: geometry, dtype: float64"
34073233360000,"85    245.176073
Name: geometry, dtype: float64"
34073233420000,"85    245.280276
Name: geometry, dtype: float64"
34073233440000,"85    244.475443
Name: geometry, dtype: float64"
34073233450000,"85    244.399008
Name: geometry, dtype: float64"
34073233470000,"85    245.46158
Name: geometry, dtype: float64"
34073233500000,"85    245.172031
Name: geometry, dtype: float64"
34073233660000,"85    239.826745
Name: geometry, dtype: float64"
34073233830000,"85    236.856465
Name: geometry, dtype: float64"
34073233850000,"85    237.616722
Name: geometry, dtype: float64"
34073233940000,"85    243.712721
Name: geometry, dtype: float64"
34073234020000,"85    241.88881
Name: geometry, dtype: float64"
34073234050000,"85    238.556468
Name: geometry, dtype: float64"
34073234140000,"85    241.525807
Name: geometry, dtype: float64"
34073234220000,"85    242.895332
Name: geometry, dtype: float64"
34073234320000,"85    222.315897
Name: geometry, dtype: float64"
34073234350000,"85    234.673471
Name: geometry, dtype: float64"
34073234370000,"85    243.687523
Name: geometry, dtype: float64"
34073234430000,"85    242.733284
Name: geometry, dtype: float64"
34073234640000,"85    219.459231
Name: geometry, dtype: float64"
34073234660000,"85    221.485949
Name: geometry, dtype: float64"
34073601630000,"85    243.626866
Name: geometry, dtype: float64"
34073614090000,"85    227.916611
Name: geometry, dtype: float64"
34073625280000,"85    243.718576
Name: geometry, dtype: float64"
34073625290000,"85    244.324376
Name: geometry, dtype: float64"
34073625310000,"85    246.344718
Name: geometry, dtype: float64"
34073625350000,"85    246.106872
Name: geometry, dtype: float64"
34073625360000,"85    246.174205
Name: geometry, dtype: float64"
34073625500000,"85    246.002714
Name: geometry, dtype: float64"
34073625510000,"85    246.410172
Name: geometry, dtype: float64"
34073625520000,"85    246.641776
Name: geometry, dtype: float64"
34073235040000,"85    226.636166
Name: geometry, dtype: float64"
34073235160000,"85    224.890423
Name: geometry, dtype: float64"
34073235220000,"85    232.191012
Name: geometry, dtype: float64"
34073235230000,"85    231.453381
Name: geometry, dtype: float64"
34073235400000,"85    226.695855
Name: geometry, dtype: float64"
34073235430000,"85    227.469173
Name: geometry, dtype: float64"
34073235470000,"85    226.918622
Name: geometry, dtype: float64"
34073235520000,"85    228.073116
Name: geometry, dtype: float64"
34073235700000,"85    244.017483
Name: geometry, dtype: float64"
34073235710000,"85    229.477223
Name: geometry, dtype: float64"
34073235720000,"85    230.136754
Name: geometry, dtype: float64"
34073235730000,"85    229.825866
Name: geometry, dtype: float64"
34073235740000,"85    229.564855
Name: geometry, dtype: float64"
34073235750000,"85    230.266607
Name: geometry, dtype: float64"
34073235760000,"85    229.398981
Name: geometry, dtype: float64"
34073235790000,"85    232.64862
Name: geometry, dtype: float64"
34073235800000,"85    232.856911
Name: geometry, dtype: float64"
34073235810000,"85    232.355205
Name: geometry, dtype: float64"
34073235820000,"85    232.904785
Name: geometry, dtype: float64"
34073235830000,"85    228.902906
Name: geometry, dtype: float64"
34073235840000,"85    231.191181
Name: geometry, dtype: float64"
34073235850000,"85    228.644361
Name: geometry, dtype: float64"
34073235860000,"85    231.373634
Name: geometry, dtype: float64"
34073235870000,"85    230.704232
Name: geometry, dtype: float64"
34073235880000,"85    230.169374
Name: geometry, dtype: float64"
34073235890000,"85    233.439471
Name: geometry, dtype: float64"
34073236000000,"85    243.621224
Name: geometry, dtype: float64"
34073236120000,"85    238.906442
Name: geometry, dtype: float64"
34073605380000,"85    223.755993
Name: geometry, dtype: float64"
34073605840000,"85    226.233167
Name: geometry, dtype: float64"
34073605890000,"85    227.542386
Name: geometry, dtype: float64"
34073606070000,"85    230.069785
Name: geometry, dtype: float64"
34073606160000,"85    226.245881
Name: geometry, dtype: float64"
34073606290000,"85    230.00059
Name: geometry, dtype: float64"
34073625860000,"85    229.561606
Name: geometry, dtype: float64"
34073625940000,"85    219.858348
Name: geometry, dtype: float64"
34073625950000,"85    229.142056
Name: geometry, dtype: float64"
34073625960000,"85    228.188288
Name: geometry, dtype: float64"
34073606300000,"85    230.182936
Name: geometry, dtype: float64"
34073606310000,"85    231.105862
Name: geometry, dtype: float64"
34073606380000,"85    232.419259
Name: geometry, dtype: float64"
34073606430000,"85    232.914359
Name: geometry, dtype: float64"
34073606680000,"85    229.762477
Name: geometry, dtype: float64"
34073606690000,"85    229.725764
Name: geometry, dtype: float64"
34073606770000,"85    230.792325
Name: geometry, dtype: float64"
34073606780000,"85    231.977878
Name: geometry, dtype: float64"
34073606870000,"85    231.823045
Name: geometry, dtype: float64"
34073606970000,"85    232.447181
Name: geometry, dtype: float64"
34073607120000,"85    232.786998
Name: geometry, dtype: float64"
34073607130000,"85    232.735106
Name: geometry, dtype: float64"
34073615910000,"85    251.375948
Name: geometry, dtype: float64"
34073616320000,"85    250.180804
Name: geometry, dtype: float64"
34073616550000,"85    252.516724
Name: geometry, dtype: float64"
34073616560000,"85    252.553997
Name: geometry, dtype: float64"
34073616600000,"85    252.499126
Name: geometry, dtype: float64"
34073617140000,"85    255.471301
Name: geometry, dtype: float64"
34073617460000,"85    258.1949
Name: geometry, dtype: float64"
34073617660000,"85    252.293122
Name: geometry, dtype: float64"
34073617670000,"85    252.392536
Name: geometry, dtype: float64"
34073617830000,"85    252.818018
Name: geometry, dtype: float64"
34073617900000,"85    252.529328
Name: geometry, dtype: float64"
34073618030000,"85    255.617688
Name: geometry, dtype: float64"
34073618040000,"85    255.422491
Name: geometry, dtype: float64"
